Employee ID,Department,Position,Date of Joining,Employment Status,Reason for Leaving,Tenure (years),Employee Satisfaction (out of 10),Engagement Score (out of 10),Salary,Benefits Package,Training Programs Attended,Career Development Plans,Work Environment Score (out of 10),Diversity Score (out of 10),Performance Ratings (out of 5),Performance Metrics,Gender,Age,Marital Status,Absenteeism (days/month),Target
167,HR,Analyst,2016-11-12,Stay,,7,7,9,69254,"Health, Dental",6,No,6,7,4,0.9318190347985484,Female,54,Widowed,2.8485850989945547,0
168,Operations,Manager,2022-12-06,Stay,,1,7,8,73392,"Health, Dental, 401k",4,Yes,9,8,3,0.7036358196965039,Female,55,Single,3.933003757554367,0
169,Finance,Developer,2020-12-04,Stay,,3,8,6,108865,"Health, Dental",6,Yes,9,10,3,0.7113483535673565,Male,44,Single,0.2815484113451261,0
170,Finance,Administrator,2021-09-21,Stay,,2,9,6,88704,"Health, 401k",1,No,8,6,3,0.8432680290465615,Male,41,Married,2.073195851554263,0
171,Sales,Manager,2020-11-19,Resign,Relocation,3,6,7,114022,"Health, 401k",5,Yes,9,6,4,0.9599069198423902,Male,62,Divorced,1.8299972508126205,1
172,HR,Manager,2018-01-09,Resign,Personal Reasons,6,10,6,89487,"Health, 401k",3,Yes,8,8,5,0.7645019064692065,Male,60,Widowed,4.985943945735528,1
173,HR,Administrator,2019-09-06,Stay,,4,8,5,102860,"Health, 401k",5,No,10,7,5,0.7430730292728113,Female,62,Married,3.4933701385644866,0
174,Sales,Administrator,2020-12-08,Stay,,3,9,5,95558,"Health, Dental, 401k",5,Yes,7,7,5,0.9799486754590504,Female,24,Married,3.538413204310977,0
175,IT,Manager,2019-06-22,Stay,,4,6,10,64383,"Health, Dental, 401k",4,No,10,10,3,0.9673337021453485,Female,50,Divorced,1.8780288214941083,0
176,HR,Administrator,2016-07-24,Resign,Relocation,7,9,9,72569,"Health, Dental",1,No,10,10,4,0.7806022826336395,Female,54,Single,4.107566955479866,1
177,Finance,Administrator,2017-02-17,Stay,,7,6,5,77895,"Health, Dental, 401k",7,Yes,10,5,3,0.9520854971071631,Female,29,Married,1.760110066664084,0
178,Sales,Developer,2020-12-31,Stay,,3,7,7,86949,"Health, 401k",3,Yes,8,5,4,0.9271030407112013,Male,37,Single,0.21857616813867387,0
179,Sales,Manager,2017-06-13,Stay,,6,8,9,94496,"Health, Dental",6,No,8,5,3,0.9986173125974948,Male,53,Divorced,1.6562391813267752,0
180,Operations,Administrator,2019-01-30,Resign,Better Opportunity,5,6,9,73066,"Health, 401k",7,No,7,7,5,0.7490123111061167,Female,52,Divorced,1.767630090821961,1
181,HR,Developer,2018-09-24,Stay,,5,8,9,66133,"Health, Dental, 401k",1,No,10,8,5,0.9692180867799298,Male,43,Divorced,3.687080059656926,0
182,HR,Manager,2019-06-11,Resign,Relocation,4,8,10,67323,"Health, Dental",6,No,7,10,5,0.7170941061684789,Female,39,Single,4.457136363011442,1
183,Finance,Manager,2022-11-20,Stay,,1,9,6,98022,"Health, Dental",1,Yes,8,10,5,0.901919393944675,Female,35,Single,2.744190925040027,0
184,IT,Manager,2022-08-30,Stay,,1,10,5,51609,"Health, Dental, 401k",1,No,10,9,4,0.9007473414667857,Male,56,Married,0.8476206838008216,0
185,Finance,Administrator,2017-10-14,Stay,,6,9,6,106107,"Health, Dental",4,No,7,9,3,0.9747081848316279,Female,49,Widowed,0.10670338104807997,0
186,IT,Administrator,2019-08-10,Stay,,4,9,8,96399,"Health, Dental",1,Yes,9,9,5,0.768362657160099,Male,30,Single,3.834206793385435,0
187,Operations,Analyst,2018-07-25,Stay,,5,10,9,57096,"Health, Dental",1,Yes,10,10,3,0.7514897214143106,Male,58,Married,2.724665940114248,0
188,Finance,Developer,2018-10-17,Stay,,5,10,8,85481,"Health, Dental, 401k",6,Yes,9,6,3,0.8540534195049803,Male,42,Widowed,2.618772810587319,0
189,Finance,Analyst,2015-11-02,Stay,,8,9,6,84264,"Health, Dental, 401k",6,Yes,9,9,3,0.9857715226252599,Female,58,Married,3.404430279632818,0
190,HR,Developer,2017-04-08,Stay,,6,8,5,104469,"Health, 401k",3,No,6,9,5,0.7836598058466916,Female,48,Married,1.617162150253607,0
191,Finance,Sales Rep,2015-05-30,Stay,,8,7,9,67094,"Health, Dental",7,Yes,10,10,5,0.9389994864043839,Female,59,Widowed,4.451137666067375,0
192,HR,Analyst,2017-05-19,Stay,,6,10,8,75741,"Health, Dental",4,No,7,8,4,0.7959826457276634,Female,56,Widowed,0.5766777789770577,0
193,Operations,Manager,2015-04-14,Stay,,8,7,10,88156,"Health, Dental",5,Yes,7,10,4,0.7765365494226477,Female,32,Widowed,1.006472913513694,0
194,IT,Sales Rep,2019-10-26,Resign,Better Opportunity,4,8,8,52644,"Health, 401k",2,Yes,7,5,4,0.9052317120377398,Female,53,Married,4.050632805849177,1
195,Finance,Sales Rep,2021-10-01,Stay,,2,10,9,106382,"Health, 401k",6,No,9,8,5,0.9314217982253308,Male,42,Divorced,4.091505670767964,0
196,Operations,Sales Rep,2019-12-26,Stay,,4,6,7,95824,"Health, 401k",1,No,10,6,5,0.7039190061990677,Male,37,Widowed,0.20181728618501538,0
197,HR,Developer,2019-04-11,Resign,Relocation,4,6,9,84323,"Health, 401k",1,Yes,6,5,3,0.8750802573554168,Female,64,Divorced,3.0198983761502483,1
198,IT,Administrator,2021-09-04,Stay,,2,9,10,79433,"Health, 401k",3,Yes,8,7,5,0.8592709659511436,Male,45,Married,3.4388256733429468,0
199,Finance,Administrator,2020-04-06,Stay,,3,7,10,100811,"Health, Dental",5,No,6,7,5,0.8167021897249438,Male,33,Widowed,0.8991399680805517,0
200,Finance,Sales Rep,2018-07-05,Stay,,5,6,8,103633,"Health, 401k",2,Yes,7,6,5,0.9355953190513703,Female,43,Widowed,2.013632178433662,0
201,Sales,Administrator,2018-06-01,Stay,,5,9,6,82286,"Health, Dental",3,Yes,6,8,3,0.8067762188025744,Male,32,Married,3.199386301383691,0
202,Finance,Manager,2019-08-27,Stay,,4,9,6,59719,"Health, 401k",7,No,9,8,4,0.8632084281752036,Male,23,Widowed,0.3673696208390542,0
203,Operations,Administrator,2017-05-02,Stay,,6,9,8,88637,"Health, 401k",2,No,7,7,5,0.8283574674099856,Male,25,Widowed,2.781764157485773,0
204,Finance,Developer,2015-12-04,Stay,,8,8,6,100201,"Health, Dental, 401k",3,Yes,6,8,5,0.8344155099979333,Male,58,Married,2.2205057276705817,0
205,Finance,Sales Rep,2021-06-20,Resign,Relocation,2,7,6,90465,"Health, Dental, 401k",3,No,6,7,5,0.8456852655721508,Female,55,Single,1.894705787471167,1
206,Sales,Analyst,2015-07-13,Stay,,8,10,7,72440,"Health, Dental",6,No,8,8,5,0.7468543126951899,Female,26,Single,1.364105471798756,0
207,Sales,Manager,2015-12-13,Stay,,8,9,8,113771,"Health, Dental",7,Yes,7,6,5,0.9410376652812802,Male,30,Single,3.7794066627551355,0
208,Sales,Analyst,2021-11-02,Resign,Better Opportunity,2,10,5,82010,"Health, Dental, 401k",4,No,8,8,4,0.7871777210783404,Female,25,Single,3.2310541919758173,1
209,Finance,Sales Rep,2019-10-17,Stay,,4,6,7,61528,"Health, Dental",3,Yes,7,8,5,0.8548887397372029,Male,57,Divorced,2.9158292490408675,0
210,IT,Sales Rep,2017-06-18,Resign,Better Opportunity,6,8,8,68161,"Health, Dental",6,Yes,8,10,4,0.7819204838496775,Female,37,Single,3.8004297864858523,1
211,IT,Analyst,2015-05-06,Stay,,8,10,6,62524,"Health, 401k",5,No,6,8,5,0.957785005332894,Female,52,Single,0.3218572195629321,0
212,Operations,Sales Rep,2021-08-23,Stay,,2,9,6,86559,"Health, Dental, 401k",4,Yes,9,9,4,0.9495061096257631,Male,62,Single,1.1406687017685468,0
213,Finance,Sales Rep,2020-08-15,Resign,Relocation,3,8,5,87086,"Health, 401k",2,No,8,9,3,0.9851859361639892,Male,39,Divorced,2.2734729450074,1
214,Sales,Sales Rep,2016-09-25,Stay,,7,9,6,81923,"Health, 401k",7,Yes,7,10,5,0.8092792342724101,Male,55,Widowed,2.62420985712773,0
215,IT,Administrator,2019-06-03,Stay,,4,8,5,60724,"Health, Dental, 401k",7,No,10,7,4,0.9660860913572755,Male,40,Single,2.75436396516809,0
216,Finance,Administrator,2019-01-23,Stay,,5,10,6,52911,"Health, Dental, 401k",6,Yes,10,6,3,0.9576572341587426,Male,25,Married,2.562054197765409,0
217,Sales,Developer,2022-06-11,Resign,Better Opportunity,1,10,9,87027,"Health, 401k",4,Yes,8,6,4,0.8721412925250356,Male,43,Divorced,1.8847899803291812,1
218,Operations,Analyst,2017-04-22,Stay,,6,6,9,72985,"Health, Dental",6,No,6,9,3,0.7442723337133922,Male,44,Divorced,0.19806745089358313,0
219,IT,Manager,2018-10-24,Stay,,5,7,6,106713,"Health, Dental",2,Yes,8,7,3,0.9112445612850556,Male,38,Widowed,4.332560651345368,0
220,IT,Analyst,2022-11-04,Stay,,1,9,5,98912,"Health, Dental, 401k",2,Yes,9,10,4,0.98343635770994,Female,36,Divorced,1.7414996487643415,0
221,HR,Analyst,2019-04-19,Stay,,4,9,5,106423,"Health, 401k",2,Yes,7,10,3,0.9457915255508842,Female,47,Widowed,3.055636918420902,0
222,Sales,Developer,2015-04-27,Stay,,8,6,7,101981,"Health, Dental, 401k",3,Yes,10,6,4,0.7229593181888148,Male,35,Divorced,3.1549959870327573,0
223,HR,Administrator,2018-08-24,Stay,,5,8,9,91840,"Health, Dental, 401k",6,Yes,7,10,4,0.7067570398552485,Male,25,Married,3.5268395024155437,0
224,Operations,Manager,2016-09-01,Resign,Better Opportunity,7,8,10,87416,"Health, Dental",5,Yes,7,6,3,0.8381907738563084,Female,47,Single,2.9300739756221903,1
225,HR,Manager,2016-09-13,Stay,,7,10,10,111877,"Health, 401k",4,Yes,8,10,4,0.9739026179180086,Male,39,Married,3.5127304509726196,0
226,Finance,Developer,2021-01-29,Stay,,3,10,7,98019,"Health, 401k",2,No,6,8,4,0.9167088383235475,Female,34,Single,4.379798205840285,0
227,IT,Sales Rep,2018-01-01,Resign,Relocation,6,9,5,94922,"Health, 401k",5,No,7,9,4,0.9998156749317039,Female,51,Married,4.917344757197924,1
228,HR,Analyst,2015-10-30,Resign,Relocation,8,7,6,73180,"Health, Dental",7,No,6,6,5,0.8881895800805952,Male,47,Single,3.790969235416768,1
229,HR,Analyst,2020-10-28,Resign,Relocation,3,9,9,57177,"Health, 401k",2,No,9,9,4,0.9646689946385234,Female,27,Married,3.748840063833765,1
230,Sales,Manager,2015-11-05,Stay,,8,8,8,103283,"Health, Dental, 401k",2,Yes,9,8,5,0.9436075117151914,Male,30,Single,4.455603943704675,0
231,Sales,Analyst,2017-07-16,Stay,,6,7,6,78195,"Health, Dental",1,Yes,6,9,3,0.8615826731224663,Female,22,Married,2.826295333053256,0
232,HR,Manager,2022-12-19,Stay,,1,7,5,75050,"Health, Dental, 401k",2,No,8,10,5,0.7271351635827371,Female,24,Divorced,4.163898816882366,0
233,Finance,Administrator,2016-06-10,Stay,,7,6,10,97392,"Health, Dental, 401k",1,Yes,8,8,5,0.739249912480339,Female,31,Divorced,3.599561733223493,0
234,HR,Administrator,2018-05-17,Resign,Personal Reasons,5,10,9,85579,"Health, 401k",1,No,8,10,5,0.944644574033946,Male,33,Married,3.2120653552022924,1
235,Finance,Manager,2018-03-01,Resign,Personal Reasons,6,7,10,92316,"Health, Dental",6,No,10,6,5,0.8108121671377027,Female,53,Widowed,4.871194242012459,1
236,HR,Developer,2018-07-03,Stay,,5,9,5,72947,"Health, Dental, 401k",2,No,9,5,5,0.8807922901896377,Male,44,Widowed,0.0012852816566344405,0
237,Operations,Analyst,2017-10-09,Stay,,6,8,10,111035,"Health, 401k",5,No,9,6,3,0.7875134882694446,Female,55,Married,2.5648059640961094,0
238,Operations,Manager,2015-01-18,Stay,,9,10,10,110164,"Health, Dental, 401k",6,Yes,7,6,5,0.9674587704213742,Male,42,Divorced,2.7865042210635096,0
239,HR,Developer,2017-09-15,Stay,,6,9,5,115002,"Health, Dental, 401k",5,No,6,8,4,0.9747989111197521,Female,31,Single,1.0138623468669699,0
240,Sales,Administrator,2018-10-15,Resign,Relocation,5,8,8,89094,"Health, 401k",3,Yes,10,6,3,0.9867116022030089,Male,44,Widowed,3.016636259476923,1
241,Finance,Analyst,2020-06-28,Resign,Relocation,3,9,5,113541,"Health, Dental, 401k",1,No,10,9,5,0.9785910264953879,Female,49,Married,1.1424636144484372,1
242,Operations,Analyst,2020-01-02,Stay,,4,9,10,113491,"Health, Dental",7,No,7,6,3,0.8692051072449869,Female,31,Widowed,1.4575796436773354,0
243,Finance,Administrator,2020-01-11,Stay,,4,10,5,117884,"Health, 401k",5,Yes,6,9,3,0.8805639694416727,Female,41,Single,4.862046414576932,0
244,IT,Sales Rep,2019-11-15,Stay,,4,8,5,75009,"Health, Dental",7,Yes,8,5,5,0.9886743077372538,Female,45,Married,2.512021861489026,0
245,Sales,Manager,2019-06-23,Stay,,4,9,8,51705,"Health, Dental",5,Yes,7,10,4,0.8117903771533626,Male,46,Single,0.6060175014902575,0
246,Sales,Developer,2021-04-10,Stay,,2,7,7,82852,"Health, Dental",3,No,8,9,3,0.8892510950998727,Female,47,Widowed,4.059232380875139,0
247,IT,Developer,2020-11-14,Stay,,3,10,5,118189,"Health, Dental, 401k",1,Yes,8,9,3,0.8319154846088176,Female,28,Divorced,0.4228219194978122,0
248,Sales,Sales Rep,2016-08-26,Resign,Personal Reasons,7,6,5,109721,"Health, 401k",7,No,8,8,4,0.8034165306734955,Male,57,Married,3.6833657931695414,1
249,Operations,Developer,2019-03-17,Resign,Better Opportunity,5,7,6,58133,"Health, Dental, 401k",2,Yes,8,8,4,0.9788326779595855,Male,38,Widowed,1.5097479173363086,1
250,IT,Developer,2017-07-16,Stay,,6,8,9,58386,"Health, Dental",7,No,9,8,4,0.8708932497701093,Female,53,Married,4.227871977893895,0
251,Operations,Analyst,2016-12-25,Stay,,7,7,9,62927,"Health, 401k",7,No,7,9,4,0.8395318338699373,Male,55,Single,0.5457793387350945,0
252,Operations,Manager,2020-12-20,Stay,,3,9,9,69749,"Health, Dental, 401k",7,Yes,10,6,4,0.7162386541305257,Female,27,Married,2.4731819541240005,0
253,IT,Analyst,2019-03-04,Resign,Relocation,5,6,10,92998,"Health, Dental, 401k",1,No,6,8,4,0.7466466197121546,Female,35,Divorced,0.3641171098331847,1
254,Finance,Administrator,2016-08-10,Stay,,7,10,9,91227,"Health, Dental, 401k",6,No,9,6,3,0.8622230370292078,Male,33,Married,4.307925555592983,0
255,Finance,Analyst,2015-10-23,Stay,,8,6,9,89543,"Health, Dental, 401k",6,Yes,7,6,4,0.9983854961846474,Male,27,Single,4.669668570516686,0
256,Sales,Sales Rep,2022-01-13,Resign,Better Opportunity,2,7,6,69026,"Health, 401k",4,No,8,6,4,0.8378309376263993,Female,32,Divorced,3.539909814657625,1
257,IT,Manager,2019-10-26,Stay,,4,6,8,113113,"Health, 401k",5,No,9,10,4,0.8875574809254649,Female,40,Married,4.3266308822525135,0
258,Operations,Sales Rep,2019-02-26,Stay,,5,8,9,112743,"Health, 401k",3,No,6,10,3,0.9555077286407481,Male,24,Widowed,0.7913624605467912,0
259,Finance,Manager,2019-06-25,Stay,,4,9,6,56070,"Health, 401k",1,No,8,8,3,0.9755191320297592,Female,38,Married,2.2813980671924234,0
260,Finance,Manager,2015-02-05,Stay,,9,9,6,58083,"Health, Dental, 401k",3,No,7,6,5,0.8098390215310672,Male,22,Divorced,2.893316561454387,0
261,Sales,Manager,2017-09-23,Stay,,6,8,5,110794,"Health, Dental",4,Yes,9,5,4,0.7490781367230971,Male,35,Married,4.818463765556825,0
262,Sales,Developer,2015-05-29,Stay,,8,9,9,82796,"Health, Dental, 401k",2,No,8,9,4,0.9913908930296607,Male,44,Married,2.953580414868704,0
263,Sales,Analyst,2020-05-29,Stay,,3,10,10,110508,"Health, Dental, 401k",2,No,9,8,3,0.8582469084318451,Male,55,Single,2.2296440576536254,0
264,Sales,Developer,2020-05-15,Stay,,3,9,6,105601,"Health, 401k",5,Yes,8,10,3,0.9657337785429667,Male,22,Single,4.593333052311549,0
265,IT,Developer,2019-08-20,Stay,,4,9,6,78271,"Health, Dental, 401k",1,No,8,7,3,0.7895518537060927,Female,64,Divorced,3.420214620934366,0
266,HR,Analyst,2015-11-28,Stay,,8,7,6,80311,"Health, Dental, 401k",4,Yes,8,6,5,0.7265990220084593,Male,31,Married,4.618862235175633,0
267,Finance,Sales Rep,2019-10-20,Stay,,4,6,6,55151,"Health, Dental, 401k",1,Yes,9,9,5,0.963520645479283,Female,47,Married,0.343132786210506,0
268,Sales,Manager,2018-03-19,Stay,,6,9,7,55185,"Health, 401k",1,No,10,7,3,0.8249690146078587,Female,62,Widowed,0.3982979652860924,0
269,Operations,Sales Rep,2018-07-09,Resign,Relocation,5,7,6,60490,"Health, 401k",3,Yes,6,7,5,0.8321732708976055,Female,24,Divorced,4.206459791034921,1
270,Finance,Sales Rep,2016-10-21,Stay,,7,8,8,97138,"Health, Dental, 401k",5,No,9,9,4,0.9950615628548267,Female,36,Single,4.1380515846835095,0
271,Sales,Administrator,2021-12-24,Stay,,2,10,8,60621,"Health, Dental",7,Yes,7,10,5,0.8226528056939635,Female,50,Divorced,0.656812009205418,0
272,Sales,Developer,2021-05-08,Stay,,2,8,10,99252,"Health, 401k",5,No,6,5,5,0.8721038803273806,Male,43,Single,2.8086543138127187,0
273,IT,Manager,2016-06-08,Resign,Personal Reasons,7,10,9,79994,"Health, 401k",7,No,6,10,5,0.9211873425202841,Male,24,Single,1.6146231677809912,1
274,HR,Analyst,2019-06-17,Stay,,4,7,9,58395,"Health, Dental",7,Yes,8,9,5,0.7675595309586061,Male,44,Widowed,1.4753301931736966,0
275,HR,Sales Rep,2015-02-18,Resign,Relocation,9,8,10,79915,"Health, Dental",1,No,7,6,3,0.7809093762480507,Male,30,Divorced,0.7804025822207372,1
276,IT,Administrator,2017-06-03,Stay,,6,7,9,65043,"Health, Dental, 401k",1,No,9,6,3,0.9216476160767331,Male,38,Divorced,1.73930930346516,0
277,Operations,Administrator,2018-10-11,Stay,,5,10,6,104573,"Health, Dental, 401k",4,Yes,8,6,4,0.942143435533793,Male,57,Single,4.194533685098574,0
278,HR,Sales Rep,2019-05-18,Stay,,4,9,9,91740,"Health, 401k",6,No,7,7,5,0.7601789377951507,Female,49,Married,4.378338680268507,0
279,Operations,Sales Rep,2022-12-15,Stay,,1,7,9,79684,"Health, Dental",1,No,7,8,3,0.7926217339986991,Male,56,Widowed,2.958503600415308,0
280,Finance,Administrator,2019-06-04,Stay,,4,6,8,71863,"Health, Dental, 401k",5,No,6,5,5,0.7026163892234706,Female,29,Divorced,2.0635765744001717,0
281,Finance,Developer,2020-01-01,Stay,,4,9,10,52537,"Health, Dental",3,Yes,7,9,3,0.8154498137356871,Female,51,Single,0.7279021991690554,0
282,HR,Administrator,2021-10-30,Resign,Personal Reasons,2,9,9,58278,"Health, Dental",4,Yes,10,7,3,0.9703344777003828,Female,32,Widowed,0.7428129732103361,1
283,HR,Administrator,2018-11-20,Resign,Personal Reasons,5,6,5,54924,"Health, 401k",3,Yes,7,6,5,0.8204021398102519,Male,51,Widowed,4.81636174743169,1
284,Finance,Administrator,2022-12-26,Stay,,1,8,6,93059,"Health, Dental, 401k",1,Yes,10,9,3,0.9277044759821809,Female,29,Married,4.459222803631631,0
285,Finance,Developer,2020-01-31,Resign,Relocation,4,6,6,61181,"Health, 401k",7,No,8,10,4,0.7172161146425315,Female,29,Single,4.79125516460108,1
286,HR,Developer,2016-11-05,Stay,,7,9,6,93328,"Health, Dental",4,No,9,5,4,0.8763684242394173,Female,23,Divorced,2.6974950828838584,0
287,Finance,Developer,2018-03-13,Stay,,6,8,5,69748,"Health, 401k",6,Yes,9,8,4,0.9862131741977898,Male,47,Divorced,4.942377233643,0
288,HR,Analyst,2021-01-14,Stay,,3,8,7,98827,"Health, 401k",7,No,10,6,4,0.9953152114506949,Female,35,Single,3.4816104773439864,0
289,IT,Analyst,2019-02-28,Stay,,5,10,10,54886,"Health, Dental",3,No,6,8,4,0.873521164692575,Female,35,Single,3.5442376935794457,0
290,Sales,Analyst,2018-01-15,Stay,,6,6,7,66194,"Health, Dental, 401k",4,No,9,7,5,0.7042956838344243,Male,22,Married,4.469945272839498,0
291,HR,Analyst,2016-08-26,Stay,,7,9,8,80743,"Health, Dental",2,Yes,7,10,4,0.9519686928924092,Female,63,Divorced,3.8204218041390634,0
292,Operations,Manager,2019-01-15,Stay,,5,7,7,50161,"Health, 401k",2,No,9,8,5,0.9204145556837362,Female,41,Single,3.706405211574904,0
293,HR,Manager,2017-08-08,Stay,,6,10,5,69829,"Health, 401k",6,No,8,6,5,0.7074043548216282,Female,25,Divorced,0.330079648612856,0
294,Finance,Manager,2019-07-05,Stay,,4,7,8,98443,"Health, Dental, 401k",5,Yes,7,6,3,0.9269985660000228,Female,61,Divorced,4.052180884908793,0
295,Operations,Sales Rep,2017-11-05,Resign,Personal Reasons,6,8,6,64799,"Health, Dental",7,Yes,8,5,4,0.9158495000813256,Male,23,Married,1.1067056599676657,1
296,Operations,Manager,2020-06-24,Stay,,3,9,9,56222,"Health, 401k",4,No,9,7,3,0.7289778382735472,Male,39,Divorced,3.367409462566303,0
297,Sales,Sales Rep,2019-11-11,Stay,,4,9,10,69723,"Health, Dental",6,No,6,5,5,0.8609131738483494,Female,56,Widowed,4.8303419636160925,0
298,HR,Administrator,2021-05-19,Stay,,2,6,6,116406,"Health, Dental, 401k",4,No,7,8,3,0.8646627932438852,Female,64,Married,3.6645450288567845,0
299,IT,Manager,2017-05-01,Resign,Personal Reasons,6,9,9,52716,"Health, Dental",5,No,8,9,4,0.9684564893829383,Female,27,Divorced,3.074685334256299,1
300,Operations,Developer,2021-09-08,Stay,,2,9,9,91187,"Health, Dental",2,No,10,6,3,0.8329366718303683,Male,24,Single,0.761982633065062,0
301,Operations,Analyst,2022-01-17,Stay,,2,6,6,82554,"Health, 401k",4,No,8,5,5,0.8677472680048255,Male,33,Widowed,1.3968616270530954,0
302,IT,Sales Rep,2019-05-16,Resign,Personal Reasons,4,6,10,119293,"Health, Dental",6,No,10,10,5,0.865283932380714,Female,27,Divorced,4.212550684239923,1
303,Operations,Administrator,2022-10-14,Stay,,1,9,10,67522,"Health, Dental, 401k",6,Yes,10,6,5,0.8558127809736917,Male,32,Widowed,4.774394275586854,0
304,Finance,Manager,2020-07-01,Stay,,3,9,5,86030,"Health, 401k",6,Yes,6,10,3,0.9559475446304331,Male,26,Single,1.446384648616597,0
305,IT,Analyst,2016-08-03,Resign,Personal Reasons,7,10,6,84213,"Health, Dental, 401k",5,Yes,10,9,4,0.9839887958716693,Male,54,Widowed,1.8223665004095508,1
306,Finance,Developer,2019-09-11,Stay,,4,7,5,90671,"Health, Dental",5,Yes,7,6,3,0.9744765965860667,Male,41,Married,2.721458992102317,0
307,HR,Administrator,2022-09-23,Resign,Better Opportunity,1,10,7,118151,"Health, Dental",4,Yes,9,8,5,0.7589354930658839,Male,44,Divorced,1.1406003933849573,1
308,HR,Developer,2015-12-16,Stay,,8,10,7,93810,"Health, 401k",2,No,8,9,3,0.9603999549904877,Female,26,Divorced,3.219122291944087,0
309,HR,Manager,2022-06-25,Stay,,1,8,6,69182,"Health, Dental",6,No,7,7,4,0.7953264461531447,Male,43,Widowed,0.7723509534873335,0
310,Finance,Sales Rep,2015-09-16,Stay,,8,9,5,57571,"Health, Dental",6,No,10,5,5,0.703843450649978,Male,57,Married,0.9625720243097569,0
311,Operations,Administrator,2018-10-11,Stay,,5,10,10,54709,"Health, Dental, 401k",3,Yes,7,6,4,0.8599372835461613,Male,34,Married,3.8153869484812137,0
312,Operations,Manager,2017-09-14,Resign,Personal Reasons,6,9,6,114535,"Health, Dental",2,Yes,7,8,4,0.7282819481306224,Female,53,Single,0.7875982144185806,1
313,IT,Manager,2019-01-02,Stay,,5,10,10,87968,"Health, 401k",6,No,6,5,3,0.8497924718437353,Female,54,Single,2.4675643276095425,0
314,IT,Sales Rep,2017-06-02,Stay,,6,8,5,118449,"Health, 401k",4,No,10,6,5,0.9219326279592659,Female,49,Widowed,4.220494310707062,0
315,Operations,Sales Rep,2017-04-11,Resign,Personal Reasons,6,9,5,51975,"Health, Dental, 401k",4,No,7,8,4,0.9537325243532973,Female,35,Divorced,2.2513503417563454,1
316,Sales,Manager,2020-07-22,Stay,,3,7,6,119150,"Health, Dental, 401k",7,No,8,9,5,0.7968440112345335,Male,52,Divorced,0.11962616074840338,0
317,Finance,Sales Rep,2016-05-23,Stay,,7,8,10,117675,"Health, Dental",4,No,6,7,5,0.9516411576644388,Male,40,Single,0.6872731415325622,0
318,Finance,Administrator,2021-08-09,Stay,,2,6,5,94536,"Health, Dental",7,No,7,6,3,0.7171390445666309,Female,33,Married,1.5431331042549594,0
319,Finance,Sales Rep,2016-10-07,Stay,,7,7,10,56374,"Health, Dental, 401k",2,No,8,10,3,0.8846864305173701,Male,54,Single,2.089498993038314,0
320,Sales,Administrator,2020-11-19,Stay,,3,10,5,52435,"Health, 401k",3,No,8,6,3,0.8048709231426048,Female,33,Married,0.1356376562848599,0
321,IT,Manager,2015-09-06,Resign,Better Opportunity,8,9,8,73937,"Health, Dental, 401k",3,Yes,10,6,5,0.8646256130806961,Male,40,Divorced,4.999482058352369,1
322,IT,Analyst,2021-09-04,Stay,,2,9,8,88414,"Health, 401k",7,No,7,7,5,0.7575843377039918,Male,50,Widowed,4.386474834413912,0
323,Finance,Manager,2021-07-26,Resign,Better Opportunity,2,7,10,73451,"Health, 401k",5,Yes,10,6,5,0.7693705534128341,Female,40,Single,1.3683869749092454,1
324,IT,Manager,2017-03-09,Stay,,7,6,9,111056,"Health, Dental, 401k",7,Yes,8,7,3,0.9509157166142996,Male,43,Divorced,1.5894461009631162,0
325,Finance,Manager,2015-10-13,Stay,,8,9,5,56990,"Health, 401k",5,No,7,10,5,0.9392781501875271,Female,25,Single,4.8706587549818785,0
326,Operations,Administrator,2021-02-26,Stay,,3,6,10,113162,"Health, 401k",1,No,10,7,3,0.9562980662916356,Male,51,Divorced,1.0505524616224216,0
327,Operations,Analyst,2016-08-31,Stay,,7,6,10,54364,"Health, Dental",1,No,10,9,5,0.8435163908503047,Male,55,Single,3.609990577900003,0
328,IT,Sales Rep,2020-02-28,Stay,,4,8,9,58014,"Health, Dental",1,No,9,10,4,0.898639470784813,Female,64,Married,1.5188269589703856,0
329,Sales,Developer,2017-08-28,Stay,,6,7,7,89517,"Health, 401k",1,Yes,6,5,3,0.8374574876186257,Female,51,Widowed,2.616644359479698,0
330,IT,Administrator,2018-12-04,Stay,,5,7,10,68419,"Health, Dental",3,Yes,8,8,4,0.7747372473125506,Female,33,Widowed,4.609449129094129,0
331,HR,Manager,2019-12-15,Stay,,4,7,5,112838,"Health, Dental, 401k",7,Yes,8,10,3,0.7018593136169015,Female,41,Single,0.6871921864879804,0
332,Finance,Manager,2020-10-11,Stay,,3,10,7,79563,"Health, Dental",4,Yes,10,7,4,0.9759420267246265,Male,40,Married,2.5878242797583644,0
333,HR,Developer,2016-12-17,Stay,,7,7,10,117409,"Health, 401k",7,No,8,10,3,0.9091310463184034,Female,57,Widowed,4.146745201184791,0
334,IT,Sales Rep,2018-09-18,Stay,,5,9,8,58262,"Health, Dental",7,Yes,8,5,5,0.9345495394567351,Male,60,Divorced,0.16778016632031378,0
335,Operations,Analyst,2016-01-29,Stay,,8,9,7,113727,"Health, Dental, 401k",3,No,7,7,3,0.722234064041951,Female,24,Single,3.9142657330849455,0
